county_name,fips_code,dominant_naics2,dominant_industry,dominant_lq,dominant_lq_quartile,unemployment_velocity,gdp_velocity_pct
"Custer County, Colorado",08027,71,"Arts, Entertainment & Recreation",2.48,2,0.16666666666666666,0.03298804193184619
"Delta County, Colorado",08029,11,"Agriculture, Forestry, Fishing & Hunting",6.03,4,0.36666666666666686,0.02643818972971083
"Denver County, Colorado",08031,21,"Mining, Quarrying, Oil & Gas",2.35,2,0.36666666666666653,0.046160561411614405
"Dolores County, Colorado",08033,44-45,Retail Trade,1.3,1,0.2333333333333334,-0.03837866037607458
"Douglas County, Colorado",08035,52,Finance & Insurance,2.0,2,0.4000000000000001,0.04260093434239837
"Eagle County, Colorado",08037,71,"Arts, Entertainment & Recreation",6.87,4,0.19999999999999987,0.04483468620250633
"Elbert County, Colorado",08039,23,Construction,4.67,3,0.3,0.011408806788104093
"El Paso County, Colorado",08041,54,"Professional, Scientific & Technical Services",1.6,1,0.2999999999999998,0.030179536331201816
"Fremont County, Colorado",08043,21,"Mining, Quarrying, Oil & Gas",1.37,1,0.19999999999999987,0.02259042811540475
"Garfield County, Colorado",08045,21,"Mining, Quarrying, Oil & Gas",8.88,4,0.06666666666666672,0.006284391692861057
"Gilpin County, Colorado",08047,71,"Arts, Entertainment & Recreation",25.46,4,0.2333333333333334,0.0417742637107334
"Grand County, Colorado",08049,71,"Arts, Entertainment & Recreation",11.9,4,0.16666666666666666,0.061835051817128374
"Gunnison County, Colorado",08051,71,"Arts, Entertainment & Recreation",6.76,4,0.2666666666666666,0.021415527449126313
"Hinsdale County, Colorado",08053,99,Unclassified,2.08,2,0.16666666666666666,0.03783096311712337
"Huerfano County, Colorado",08055,99,Unclassified,2.97,3,0.033333333333333215,0.0033198822002832792
"Jackson County, Colorado",08057,44-45,Retail Trade,1.66,1,0.19999999999999987,0.07373768983845654
"Jefferson County, Colorado",08059,54,"Professional, Scientific & Technical Services",1.74,1,0.3,0.022087090457822336
"Kiowa County, Colorado",08061,44-45,Retail Trade,1.6,1,0.23333333333333325,-0.021300530209665096
"Kit Carson County, Colorado",08063,22,Utilities,3.74,3,0.20000000000000004,0.007026729964693977
"Lake County, Colorado",08065,71,"Arts, Entertainment & Recreation",4.67,3,0.2333333333333334,0.06565431732370447
"La Plata County, Colorado",08067,21,"Mining, Quarrying, Oil & Gas",3.44,3,0.16666666666666666,0.013830031564463252
"Larimer County, Colorado",08069,23,Construction,1.2,1,0.3333333333333333,0.017943559582873376
"Las Animas County, Colorado",08071,21,"Mining, Quarrying, Oil & Gas",13.74,4,0.4666666666666668,-0.005595908316574234
"Lincoln County, Colorado",08073,22,Utilities,7.6,4,0.3333333333333333,0.011476751212381096
"Logan County, Colorado",08075,22,Utilities,6.05,4,0.2666666666666666,0.020466673553083146
"Mesa County, Colorado",08077,21,"Mining, Quarrying, Oil & Gas",6.12,4,0.2666666666666668,0.02432921418103013
"Mineral County, Colorado",08079,,Not classified,,,0.4333333333333334,0.06103286384976526
"Moffat County, Colorado",08081,21,"Mining, Quarrying, Oil & Gas",14.42,4,0.19999999999999987,-0.05094356233228306
"Montezuma County, Colorado",08083,22,Utilities,2.42,2,0.2666666666666666,-0.04384578082662809
"Montrose County, Colorado",08085,22,Utilities,2.93,3,0.13333333333333344,0.039829443230232894
"Morgan County, Colorado",08087,11,"Agriculture, Forestry, Fishing & Hunting",9.11,4,0.13333333333333316,0.01827743539084558
"Otero County, Colorado",08089,11,"Agriculture, Forestry, Fishing & Hunting",4.38,3,0.3000000000000001,-0.006784981541894094
"Ouray County, Colorado",08091,72,Accommodation & Food Services,2.62,2,0.3333333333333333,-0.06171778347864672
"Park County, Colorado",08093,21,"Mining, Quarrying, Oil & Gas",2.05,2,0.3,0.04472555442585343
"Phillips County, Colorado",08095,11,"Agriculture, Forestry, Fishing & Hunting",32.55,4,0.20000000000000004,-0.004678894499198076
"Pitkin County, Colorado",08097,71,"Arts, Entertainment & Recreation",11.07,4,0.1333333333333333,0.05780758297079093
"Prowers County, Colorado",08099,22,Utilities,6.16,4,0.2666666666666666,-0.015030074048744006
"Pueblo County, Colorado",08101,22,Utilities,1.6,1,0.3000000000000001,0.014490312323469976
"Rio Blanco County, Colorado",08103,21,"Mining, Quarrying, Oil & Gas",48.73,4,0.0,0.03799605171616148
"Rio Grande County, Colorado",08105,11,"Agriculture, Forestry, Fishing & Hunting",23.47,4,0.033333333333333215,-0.00956022648068766
"Routt County, Colorado",08107,71,"Arts, Entertainment & Recreation",7.85,4,0.16666666666666666,0.02280652708743056
"Saguache County, Colorado",08109,11,"Agriculture, Forestry, Fishing & Hunting",24.65,4,0.3000000000000001,-0.07987110422355054
"San Juan County, Colorado",08111,71,"Arts, Entertainment & Recreation",5.71,4,0.06666666666666658,0.044061215513188035
"San Miguel County, Colorado",08113,71,"Arts, Entertainment & Recreation",11.58,4,0.16666666666666666,0.03041401714240166
"Sedgwick County, Colorado",08115,11,"Agriculture, Forestry, Fishing & Hunting",13.04,4,0.2333333333333334,-0.021711280426134447
"Summit County, Colorado",08117,71,"Arts, Entertainment & Recreation",6.66,4,0.20000000000000004,0.04764826392621743
"Teller County, Colorado",08119,71,"Arts, Entertainment & Recreation",5.3,4,0.2666666666666666,-0.026324377617236747
"Washington County, Colorado",08121,44-45,Retail Trade,1.06,1,0.20000000000000004,-0.06214788443938872
"Weld County, Colorado",08123,21,"Mining, Quarrying, Oil & Gas",14.09,4,0.3333333333333333,0.05434544220092989
"Yuma County, Colorado",08125,71,"Arts, Entertainment & Recreation",2.27,2,0.09999999999999994,0.026212029337029336
"Capitol Planning Region, Connecticut",09110,52,Finance & Insurance,1.97,2,0.0,
"Greater Bridgeport Planning Region, Connecticut",09120,61,Educational Services,2.78,2,0.033333333333333215,
"Lower Connecticut River Valley Planning Region, Connecticut",09130,61,Educational Services,2.02,2,-0.06666666666666672,
"Naugatuck Valley Planning Region, Connecticut",09140,51,Information,1.6,1,0.0,
"Northeastern Connecticut Planning Region, Connecticut",09150,61,Educational Services,1.28,1,0.0,
"Northwest Hills Planning Region, Connecticut",09160,61,Educational Services,3.26,3,-0.06666666666666658,
"South Central Connecticut Planning Region, Connecticut",09170,61,Educational Services,5.12,4,0.033333333333333215,
"Southeastern Connecticut Planning Region, Connecticut",09180,22,Utilities,2.12,2,-0.10000000000000009,
"Western Connecticut Planning Region, Connecticut",09190,52,Finance & Insurance,2.18,2,0.03333333333333336,
"Kent County, Delaware",10001,44-45,Retail Trade,1.17,1,0.2333333333333334,0.028725655925552544
"New Castle County, Delaware",10003,52,Finance & Insurance,2.95,3,0.20000000000000018,0.034441713921632984
"Sussex County, Delaware",10005,31-33,Manufacturing,1.55,1,0.16666666666666666,0.06197361477257532
District of Columbia,11001,81,Other Services (except Public Administration),3.0,3,0.5333333333333332,0.004018795905119228
"Alachua County, Florida",12001,62,Health Care & Social Assistance,1.44,1,0.4666666666666666,0.02897468927238912
"Baker County, Florida",12003,48-49,Transportation & Warehousing,3.18,3,0.4333333333333334,0.021980078448594214
"Bay County, Florida",12005,53,Real Estate & Rental & Leasing,2.21,2,0.3666666666666667,0.03065224373402498
"Bradford County, Florida",12007,44-45,Retail Trade,1.93,1,0.3666666666666667,0.03989270307816041
"Brevard County, Florida",12009,31-33,Manufacturing,1.8,1,0.4000000000000001,0.0503586162955228
"Broward County, Florida",12011,53,Real Estate & Rental & Leasing,1.82,1,0.2666666666666668,0.04055390101490424
"Calhoun County, Florida",12013,62,Health Care & Social Assistance,2.05,2,0.36666666666666686,0.06742373369564274
"Charlotte County, Florida",12015,44-45,Retail Trade,1.7,1,0.36666666666666686,0.05586999469973132
"Citrus County, Florida",12017,22,Utilities,3.45,3,0.5666666666666668,0.04805179238807344
"Clay County, Florida",12019,71,"Arts, Entertainment & Recreation",1.59,1,0.4333333333333333,0.05559672999094131
"Collier County, Florida",12021,71,"Arts, Entertainment & Recreation",3.36,3,0.3333333333333332,0.05775217229593389
"Columbia County, Florida",12023,44-45,Retail Trade,1.53,1,0.4000000000000001,0.04062081942019086
"DeSoto County, Florida",12027,48-49,Transportation & Warehousing,2.97,3,0.4666666666666668,0.04003855151265604
"Dixie County, Florida",12029,11,"Agriculture, Forestry, Fishing & Hunting",4.91,4,0.5333333333333332,0.03173088066415922
"Duval County, Florida",12031,48-49,Transportation & Warehousing,1.95,1,0.2999999999999998,0.0419569541763054
"Escambia County, Florida",12033,52,Finance & Insurance,2.01,2,0.36666666666666653,0.029626699518407313
"Flagler County, Florida",12035,71,"Arts, Entertainment & Recreation",1.81,1,0.4666666666666666,0.06291037270163095
"Franklin County, Florida",12037,53,Real Estate & Rental & Leasing,2.63,2,0.4333333333333333,0.019559496533256702
"Gadsden County, Florida",12039,11,"Agriculture, Forestry, Fishing & Hunting",31.98,4,0.16666666666666666,0.012231030340846234
"Gilchrist County, Florida",12041,11,"Agriculture, Forestry, Fishing & Hunting",13.68,4,0.3999999999999999,0.0400865720808798
"Glades County, Florida",12043,56,Administrative & Support & Waste Management,2.19,2,0.5333333333333335,0.04719030242590452
"Gulf County, Florida",12045,22,Utilities,4.25,3,0.36666666666666653,0.03672177499767996
"Hamilton County, Florida",12047,44-45,Retail Trade,1.19,1,0.4666666666666665,0.06917226940499853
"Hardee County, Florida",12049,22,Utilities,9.58,4,0.4000000000000001,-0.0017816170221568685
"Hendry County, Florida",12051,11,"Agriculture, Forestry, Fishing & Hunting",27.91,4,0.2333333333333334,0.02681380172272995
"Hernando County, Florida",12053,44-45,Retail Trade,1.68,1,0.4333333333333333,0.05466404461029599
"Highlands County, Florida",12055,44-45,Retail Trade,1.65,1,0.4333333333333333,0.04706948639807619
"Hillsborough County, Florida",12057,52,Finance & Insurance,2.11,2,0.3666666666666667,0.04561550723320332
"Holmes County, Florida",12059,23,Construction,1.8,1,0.4333333333333334,0.037845662670910295
"Indian River County, Florida",12061,71,"Arts, Entertainment & Recreation",2.94,3,0.3666666666666667,0.005281523171932772
"Jackson County, Florida",12063,22,Utilities,3.85,3,0.4000000000000001,0.04167606524279056
"Jefferson County, Florida",12065,11,"Agriculture, Forestry, Fishing & Hunting",17.34,4,0.2666666666666668,0.07026904802457316
"Lafayette County, Florida",12067,48-49,Transportation & Warehousing,1.02,1,0.5333333333333332,0.1331827944537727
"Lake County, Florida",12069,11,"Agriculture, Forestry, Fishing & Hunting",2.67,2,0.4000000000000001,0.055959942665605306
"Lee County, Florida",12071,23,Construction,2.42,2,0.3,0.04686743439297955
"Leon County, Florida",12073,54,"Professional, Scientific & Technical Services",1.32,1,0.36666666666666653,0.04799760883947432
"Levy County, Florida",12075,23,Construction,1.9,1,0.36666666666666653,0.06603946364158719
"Liberty County, Florida",12077,11,"Agriculture, Forestry, Fishing & Hunting",4.22,3,0.4000000000000001,0.07732067995667986
"Madison County, Florida",12079,11,"Agriculture, Forestry, Fishing & Hunting",7.02,4,0.36666666666666653,0.08779131936597032
"Manatee County, Florida",12081,11,"Agriculture, Forestry, Fishing & Hunting",2.84,2,0.4000000000000001,0.053763739996310955
"Marion County, Florida",12083,11,"Agriculture, Forestry, Fishing & Hunting",1.8,1,0.4666666666666668,0.04850514382027412
"Martin County, Florida",12085,71,"Arts, Entertainment & Recreation",2.34,2,0.4333333333333334,0.03759889891721999
"Miami-Dade County, Florida",12086,53,Real Estate & Rental & Leasing,1.87,1,0.0,0.046780088518758235
"Monroe County, Florida",12087,72,Accommodation & Food Services,4.02,3,0.23333333333333325,0.04203933610783757
"Nassau County, Florida",12089,72,Accommodation & Food Services,2.13,2,0.3999999999999999,0.04102369124550066
"Okaloosa County, Florida",12091,54,"Professional, Scientific & Technical Services",1.86,1,0.3999999999999999,0.023586749355075595
"Okeechobee County, Florida",12093,56,Administrative & Support & Waste Management,1.91,1,0.36666666666666653,0.07380007806613001
"Orange County, Florida",12095,71,"Arts, Entertainment & Recreation",6.05,4,0.2666666666666666,0.046227282632001016
"Osceola County, Florida",12097,72,Accommodation & Food Services,1.97,2,0.2999999999999998,0.06589113229987272
"Palm Beach County, Florida",12099,71,"Arts, Entertainment & Recreation",2.23,2,0.3,0.03896915189223323
"Pasco County, Florida",12101,22,Utilities,1.78,1,0.4333333333333333,0.055694446413288676
"Pinellas County, Florida",12103,55,Management of Companies & Enterprises,1.95,1,0.3333333333333333,0.03778644845638385
"Polk County, Florida",12105,48-49,Transportation & Warehousing,2.73,2,0.3999999999999999,0.03593811359009531
"Putnam County, Florida",12107,22,Utilities,3.86,3,0.2666666666666669,0.06029853026891877
"St. Johns County, Florida",12109,71,"Arts, Entertainment & Recreation",2.12,2,0.5,0.061509281296029554
"St. Lucie County, Florida",12111,22,Utilities,2.69,2,0.36666666666666653,0.045399738155752684
"Santa Rosa County, Florida",12113,22,Utilities,1.97,2,0.4333333333333333,0.04454828324520777
"Sarasota County, Florida",12115,71,"Arts, Entertainment & Recreation",1.88,1,0.3999999999999999,0.05267348266838136
"Seminole County, Florida",12117,23,Construction,2.2,2,0.3333333333333333,0.03104635509235644
"Sumter County, Florida",12119,22,Utilities,3.73,3,0.6,0.07309480049241747
"Suwannee County, Florida",12121,22,Utilities,2.34,2,0.4333333333333333,0.09237403785795645
"Taylor County, Florida",12123,31-33,Manufacturing,2.1,2,0.9333333333333332,-0.012514747673714771
"Union County, Florida",12125,48-49,Transportation & Warehousing,2.16,2,0.5333333333333332,0.05922367581495344
"Volusia County, Florida",12127,61,Educational Services,1.63,1,0.3666666666666667,0.04125586753489837
"Wakulla County, Florida",12129,22,Utilities,2.03,2,0.3,0.03515872169688097
"Walton County, Florida",12131,53,Real Estate & Rental & Leasing,3.07,3,0.4000000000000001,0.05546187249670846
"Washington County, Florida",12133,23,Construction,1.69,1,0.4333333333333333,0.037963536424866454
"Appling County, Georgia",13001,11,"Agriculture, Forestry, Fishing & Hunting",4.86,3,-0.09999999999999994,0.008785823487702061
"Atkinson County, Georgia",13003,31-33,Manufacturing,6.86,4,0.06666666666666658,0.03228955525499439
"Bacon County, Georgia",13005,31-33,Manufacturing,2.04,2,0.033333333333333215,0.04557100368335649
"Baker County, Georgia",13007,11,"Agriculture, Forestry, Fishing & Hunting",26.24,4,-0.16666666666666666,-0.02006049678302937
"Baldwin County, Georgia",13009,62,Health Care & Social Assistance,1.58,1,0.0,0.028014597860553842
"Banks County, Georgia",13011,72,Accommodation & Food Services,2.02,2,0.06666666666666658,0.06976645700954485
"Barrow County, Georgia",13013,44-45,Retail Trade,2.16,2,0.1333333333333333,0.03996575030311168
"Bartow County, Georgia",13015,31-33,Manufacturing,3.12,3,0.10000000000000009,0.06848556455193246
"Ben Hill County, Georgia",13017,11,"Agriculture, Forestry, Fishing & Hunting",8.01,4,0.16666666666666666,0.03761167321637615
"Berrien County, Georgia",13019,11,"Agriculture, Forestry, Fishing & Hunting",4.27,3,0.2333333333333334,0.030592666475175077
"Bibb County, Georgia",13021,61,Educational Services,1.57,1,0.09999999999999994,0.006705443810896916
"Bleckley County, Georgia",13023,11,"Agriculture, Forestry, Fishing & Hunting",3.13,3,0.0,0.05788472044618146
"Brantley County, Georgia",13025,99,Unclassified,2.8,2,-0.03333333333333336,0.00412613995324184
"Brooks County, Georgia",13027,11,"Agriculture, Forestry, Fishing & Hunting",15.92,4,0.13333333333333344,-0.014157259151206115
"Bryan County, Georgia",13029,48-49,Transportation & Warehousing,3.36,3,0.033333333333333215,0.16326468426735327
"Bulloch County, Georgia",13031,99,Unclassified,1.73,1,0.0,0.04035620016000884
"Burke County, Georgia",13033,42,Wholesale Trade,1.71,1,-0.06666666666666672,0.003934815657873188
"Butts County, Georgia",13035,48-49,Transportation & Warehousing,2.64,2,0.09999999999999994,0.024242486318683455
"Calhoun County, Georgia",13037,44-45,Retail Trade,0.76,1,-0.23333333333333325,-0.032439669490489355
"Camden County, Georgia",13039,99,Unclassified,1.94,1,0.03333333333333336,0.035033576531614534
"Candler County, Georgia",13043,44-45,Retail Trade,1.41,1,0.033333333333333215,0.03242751683875775
"Carroll County, Georgia",13045,31-33,Manufacturing,2.05,2,0.09999999999999994,0.06621014909980148
"Catoosa County, Georgia",13047,44-45,Retail Trade,2.26,2,0.10000000000000009,0.007234608117285572
"Charlton County, Georgia",13049,31-33,Manufacturing,1.8,1,0.0,0.015702916786613053
"Chatham County, Georgia",13051,48-49,Transportation & Warehousing,2.58,2,-0.06666666666666672,0.021444944740320618
"Chattahoochee County, Georgia",13053,54,"Professional, Scientific & Technical Services",4.59,3,0.033333333333333215,0.002270225204235493
"Chattooga County, Georgia",13055,31-33,Manufacturing,3.28,3,-0.20000000000000018,0.026259434301531066
